Divisiones de la CNAE-09;Tiempo de trabajo;Periodo;Total
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2017T1;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2016T4;166,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2016T3;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2016T2;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2016T1;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2015T4;165,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2015T3;166,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2015T2;166,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2015T1;166,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2014T4;166,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2014T3;166,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2014T2;165,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2014T1;166,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2013T4;166,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2013T3;165,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2013T2;166,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2013T1;166,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2012T4;166,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2012T3;165,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2012T2;166,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2012T1;166,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2011T4;166,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2011T3;167,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2011T2;168,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2011T1;167,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2010T4;167,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2010T3;167,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2010T2;167,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2010T1;168,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2009T4;168,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2009T3;168,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2009T2;169,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2009T1;169,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2008T4;168,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2008T3;167,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2008T2;168,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2008T1;167,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2024T4;135,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2024T3;125,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2024T2;144,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2024T1;140
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2023T4;134,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2023T3;127,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2023T2;141,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2023T1;145
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2022T4;134,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2022T3;126,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2022T2;142,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2022T1;143,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2021T4;133,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2021T3;127
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2021T2;141,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2021T1;142,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2020T4;135,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2020T3;127,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2020T2;144,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2020T1;145
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2019T4;135,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2019T3;128
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2019T2;141,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2019T1;146,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2018T4;134,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2018T3;127,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2018T2;146,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2018T1;140,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2017T4;132,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2017T3;125,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2017T2;142,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2017T1;146,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2016T4;136
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2016T3;125,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2016T2;147,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2016T1;142,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2015T4;137,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2015T3;126,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2015T2;142,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2015T1;144
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2014T4;137,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2014T3;125,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2014T2;142,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2014T1;147,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2013T4;138,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2013T3;123,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2013T2;149
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2013T1;143,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2012T4;137,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2012T3;124,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2012T2;144,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2012T1;149
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2011T4;140,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2011T3;128,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2011T2;145,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2011T1;147,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2010T4;139,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2010T3;130,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2010T2;144,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2010T1;146,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2009T4;141
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2009T3;126,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2009T2;143,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2009T1;146,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2008T4;142
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2008T3;128,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2008T2;149
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas efectivas;2008T1;145,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2024T4;31,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2024T3;40,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2024T2;21,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2024T1;25,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2023T4;32,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2023T3;38,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2023T2;25
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2023T1;20,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2022T4;32,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2022T3;40,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2022T2;24,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2022T1;22,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2021T4;33,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2021T3;38,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2021T2;23,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2021T1;23,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2020T4;31,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2020T3;39,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2020T2;22,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2020T1;21,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2019T4;30,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2019T3;38,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2019T2;25,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2019T1;19,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2018T4;32,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2018T3;39,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2018T2;19,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2018T1;25,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2017T4;33,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2017T3;40,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2017T2;23,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2017T1;19,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2016T4;30,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2016T3;40,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2016T2;17,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2016T1;23,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2015T4;28,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2015T3;39,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2015T2;23,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2015T1;22,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2014T4;29,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2014T3;40,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2014T2;23,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2014T1;18,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2013T4;28,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2013T3;42
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2013T2;17,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas no trabajadas;2013T1;22,6
