Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2002T4;64,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2002T3;69,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2002T2;60,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2002T1;61,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2001T4;62,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2001T3;67,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2001T2;59,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2001T1;57,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2000T4;60
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2000T3;64,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2000T2;58,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2000T1;56
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2024T4;3,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2024T3;4,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2024T2;1,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2024T1;7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2023T4;5,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2023T3;5,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2023T2;6,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2023T1;3,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2022T4;3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2022T3;2,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2022T2;0,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2022T1;-0,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2021T4;0,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2021T3;-0,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2021T2;-2,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2021T1;3,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2020T4;5,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2020T3;4,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2020T2;9,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2020T1;5,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2019T4;1,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2019T3;2,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2019T2;6,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2019T1;0,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2018T4;1,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2018T3;2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2018T2;-1,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2018T1;4,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2017T4;0,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2017T3;-0,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2017T2;3,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2017T1;-4,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2016T4;1,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2016T3;0,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2016T2;-4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2016T1;3,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2015T4;1,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2015T3;-0,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2015T2;0,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2015T1;1,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2014T4;-0,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2014T3;0,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2014T2;3,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2014T1;-1,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2013T4;-0,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2013T3;-0,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2013T2;-2,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2013T1;2,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2012T4;0,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2012T3;-0,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2012T2;1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2012T1;1,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2011T4;2,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2011T3;4,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2011T2;1,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2011T1;-0,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2010T4;0,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2010T3;-1,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2010T2;0,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2010T1;2,1
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2009T4;4,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2009T3;3,8
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2009T2;8,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2009T1;3,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2008T4;2,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2008T3;5,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2008T2;1,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2008T1;8,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2007T4;4,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2007T3;5,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2007T2;4,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2007T1;4,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2006T4;9,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2006T3;8,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2006T2;10,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2006T1;3,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2005T4;3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2005T3;3,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2005T2;1,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2005T1;5,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2004T4;4,6
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2004T3;2,2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2004T2;2
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2004T1;3,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2003T4;2,4
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2003T3;2,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2003T2;6,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2003T1;2,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2002T4;2,7
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2002T3;3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2002T2;1,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2002T1;7,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2001T4;4,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2001T3;4,3
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2001T2;2,9
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2001T1;2,5
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2000T4;..
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2000T3;..
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2000T2;..
Servicios;Coste salarial ordinario por hora;Tasa de variación anual;Principales series de ETCL;2000T1;..
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2024T4;6,27
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2024T3;6,61
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2024T2;5,93
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2024T1;6,05
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2023T4;6,12
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2023T3;6,22
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2023T2;5,81
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2023T1;5,63
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2022T4;5,59
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2022T3;5,77
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2022T2;5,34
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2022T1;5,38
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2021T4;5,46
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2021T3;5,6
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2021T2;5,38
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2021T1;5,42
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2020T4;5,57
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2020T3;5,66
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2020T2;5,86
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2020T1;5,16
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2019T4;5,18
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2019T3;5,43
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2019T2;5,02
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2019T1;4,92
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2018T4;4,97
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2018T3;5,26
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2018T2;4,69
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2018T1;4,85
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2017T4;4,96
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2017T3;5,12
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2017T2;4,73
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2017T1;4,71
Servicios;Otros costes por hora;Euros;Principales series de ETCL;2016T4;4,85
